box_id,section_id,timestamp,tag_name,probability,left,top,width,height,image_path,area
1,1,2025-01-13T09:57:03.235088,carryback,0.732337172049181,0.7650305909966582,0.9658816364528409,0.3219611131763199,0.4878774905139336,https://example.com/image_1.jpg,448.56570289179444
2,1,2025-01-13T09:57:04.235088,carryback,0.509192914208081,0.5725757824249564,0.517730606604294,0.20728422339018723,0.36037712928169185,https://example.com/image_2.jpg,86.57179112632609
3,1,2025-01-13T09:57:05.235088,carryback,0.11712150247964681,0.4757601549494993,0.3482971996570424,0.2198405219684316,0.13957337397398073,https://example.com/image_3.jpg,109.50752207773333
4,1,2025-01-13T09:57:06.235088,carryback,0.6622118053652836,0.7108299568908213,0.2512056702943841,0.44149465957693224,0.14678710450805924,https://example.com/image_4.jpg,447.17231112930006
5,1,2025-01-13T09:57:07.235088,carryback,0.9923815461823955,0.2616231866029508,0.07326474673303085,0.49554269460390765,0.44695235268182876,https://example.com/image_5.jpg,346.68908851454825
6,1,2025-01-13T09:57:08.235088,carryback,0.9785882398394992,0.7972441014162485,0.28367665078375925,0.11694264192629206,0.28485362416604876,https://example.com/image_6.jpg,72.9557913637563
7,1,2025-01-13T09:57:09.235088,carryback,0.10513542630418404,0.7133141339392891,0.0790425877727775,0.14022059914584323,0.46600414982021887,https://example.com/image_7.jpg,85.95453173433667
8,1,2025-01-13T09:57:10.235088,carryback,0.03484508591786306,0.5537098485855506,0.7927830215940607,0.1325314577716383,0.49617530265084275,https://example.com/image_8.jpg,292.30876470402194
9,2,2025-01-13T09:57:11.235088,carryback,0.8452606859201072,0.6041569106244009,0.8937812150196384,0.3667737052184741,0.35941798471869,https://example.com/image_9.jpg,891.770113865016
10,2,2025-01-13T09:57:12.235088,carryback,0.7889312626356262,0.11241983475574213,0.9153025483616597,0.18757093038699024,0.28182175803308074,https://example.com/image_10.jpg,172.88705989880825
11,2,2025-01-13T09:57:13.235088,carryback,0.14221961871443878,0.6245336696376208,0.09837502702930745,0.16995688705854609,0.4462895992135082,https://example.com/image_11.jpg,521.6253993575398
12,2,2025-01-13T09:57:14.235088,carryback,0.19158373843291576,0.9774713913716736,0.588921084249693,0.17965458127694534,0.23625339938153098,https://example.com/image_12.jpg,144.00922205892292
13,2,2025-01-13T09:57:15.235088,carryback,0.030251738347964796,0.56592767715145,0.06162736770036903,0.3479453668250374,0.24661198004918172,https://example.com/image_13.jpg,697.5360433208414
14,2,2025-01-13T09:57:16.235088,carryback,0.7324781867153921,0.05065278936655182,0.6128252145680938,0.38814473540006333,0.462482688652741,https://example.com/image_14.jpg,1455.7804373731358
15,2,2025-01-13T09:57:17.235088,carryback,0.6271538848150597,0.5829167788896166,0.8457623353570145,0.39576938538894424,0.10687169527561627,https://example.com/image_15.jpg,45.951023496751
16,2,2025-01-13T09:57:18.235088,carryback,0.25467735242038636,0.2602753308394993,0.562798365247395,0.40183179440304917,0.2828373195133056,https://example.com/image_16.jpg,418.89263332353414
17,3,2025-01-13T09:57:19.235088,carryback,0.3449293718674826,0.583762078161129,0.3692047086340845,0.45290239181257486,0.38570949568329127,https://example.com/image_17.jpg,1379.2739848614253
18,3,2025-01-13T09:57:20.235088,carryback,0.9753268852745453,0.43557099079745765,0.4521964164630392,0.24516841421036825,0.3351601420263568,https://example.com/image_18.jpg,814.9473124299683
19,3,2025-01-13T09:57:21.235088,carryback,0.37601575211561167,0.9636875794175762,0.36442525978681795,0.2788343696694565,0.30924746780661866,https://example.com/image_19.jpg,585.6807679294108
20,3,2025-01-13T09:57:22.235088,carryback,0.16737563304384961,0.7172880234397835,0.8732502286229136,0.4040893814613473,0.32622744600179865,https://example.com/image_20.jpg,1215.3347569261427
21,3,2025-01-13T09:57:23.235088,carryback,0.40285803068987824,0.8000744946102639,0.04156643146586969,0.19872517835120995,0.4358520122318541,https://example.com/image_21.jpg,487.1117242529895
22,3,2025-01-13T09:57:24.235088,carryback,0.5611819631227589,0.9346655878460832,0.30863427057896387,0.2505505994423125,0.17878773179950347,https://example.com/image_22.jpg,81.414940459003
23,3,2025-01-13T09:57:25.235088,carryback,0.4676570995600142,0.43114315613615084,0.4636169884932627,0.44064344022875934,0.39067187755202915,https://example.com/image_23.jpg,474.3564637583902
24,4,2025-01-13T09:57:26.235088,carryback,0.19482256987445667,0.9135361624996682,0.8564051891291741,0.1242087308108299,0.10888569614317514,https://example.com/image_24.jpg,132.85219314572248
25,4,2025-01-13T09:57:27.235088,carryback,0.9369234609377155,0.2454556551753323,0.5254249647214728,0.20962388609126328,0.33605618099434986,https://example.com/image_25.jpg,597.2255573890037
26,5,2025-01-13T09:57:28.235088,carryback,0.9971392303683125,0.22904714603151133,0.5983040008576865,0.22349748984165854,0.19352797214163497,https://example.com/image_26.jpg,173.75511026384154
27,5,2025-01-13T09:57:29.235088,carryback,0.4966238761941577,0.48817506786538645,0.014570729575329011,0.2107928068622994,0.1985266141405461,https://example.com/image_27.jpg,270.087398758935
28,5,2025-01-13T09:57:30.235088,carryback,0.34636413100486585,0.6971705145198513,0.434109946507486,0.21500823082478948,0.26229675323235196,https://example.com/image_28.jpg,455.0001696466594
29,5,2025-01-13T09:57:31.235088,carryback,0.29486320494263407,0.034475669528130526,0.38849104427873504,0.4867529638485911,0.4561643606009571,https://example.com/image_29.jpg,1922.915163505995
30,5,2025-01-13T09:57:32.235088,carryback,0.8300235246724302,0.2986087606809712,0.38605133838678096,0.49128799678544877,0.4168514337302366,https://example.com/image_30.jpg,244.51023081484556
31,5,2025-01-13T09:57:33.235088,carryback,0.832654056074951,0.7616252174937436,0.5721070273933601,0.4069115642339227,0.47132371350243285,https://example.com/image_31.jpg,1507.0335234737497
32,5,2025-01-13T09:57:34.235088,carryback,0.48728860126824003,0.38516011627008584,0.8237447778843335,0.1454998584427167,0.11511343901778624,https://example.com/image_32.jpg,118.46094307612314
33,5,2025-01-13T09:57:35.235088,carryback,0.2832987791305779,0.5277274515393755,0.7466352915603537,0.23650209032463404,0.19281021749647903,https://example.com/image_33.jpg,59.504908055897246
34,5,2025-01-13T09:57:36.235088,carryback,0.6514480603751898,0.15675767118975215,0.6812824497183145,0.10268383367839129,0.13736052718676384,https://example.com/image_34.jpg,18.739753428734407
35,6,2025-01-13T09:57:37.235088,carryback,0.12822095963753133,0.7683488949143087,0.7703342630312594,0.1471484054005452,0.11122767195848726,https://example.com/image_35.jpg,81.82187585416436
36,6,2025-01-13T09:57:38.235088,carryback,0.43679748620081815,0.04031805370798636,0.31135014754299906,0.25107260384588703,0.292969942951834,https://example.com/image_36.jpg,613.0220568927558
37,6,2025-01-13T09:57:39.235088,carryback,0.3984596285333941,0.595797193161705,0.41711682878276035,0.47972820805622474,0.2761068215263905,https://example.com/image_37.jpg,1070.0340619421563
38,6,2025-01-13T09:57:40.235088,carryback,0.7491660735003517,0.8416688376796696,0.5211758439663084,0.3533085739247105,0.32804114352196145,https://example.com/image_38.jpg,877.6463438677507
39,6,2025-01-13T09:57:41.235088,carryback,0.11380336206647557,0.07920526401835215,0.48897306221586556,0.43639929753884954,0.4199928119663333,https://example.com/image_39.jpg,805.865772904314
40,6,2025-01-13T09:57:42.235088,carryback,0.329779972809766,0.8761238166343975,0.7491312824249275,0.49030923946253013,0.14647239444905613,https://example.com/image_40.jpg,79.13862666878313
41,6,2025-01-13T09:57:43.235088,carryback,0.9579869720910287,0.8607526347590202,0.11875807147144324,0.36608623680768826,0.13562638553061537,https://example.com/image_41.jpg,414.8452144756579
42,7,2025-01-13T09:57:44.235088,carryback,0.4545288395935928,0.36319184855577147,0.35294291997241445,0.4294874717876086,0.34883878912823457,https://example.com/image_42.jpg,483.82630408437984
43,8,2025-01-13T09:57:45.235088,carryback,0.1352952610258692,0.6454984906672263,0.9205656730892201,0.3554871298913411,0.36437868276796626,https://example.com/image_43.jpg,957.1376463678098
